,url,headline,is_paid,date_published,channel,original_headline,newspaper,corona_score,vaccine
891,https://www.spiegel.de/wissenschaft/medizin/corona-warum-ein-freier-sommer-noch-immer-moeglich-ist-a-a2037320-224f-4084-8a15-ce21d7319cca,neue modellierungen impfkampagne freier sommer möglich,False,2021-03-31,Wissenschaft,Neue Modellierungen zur Impfkampagne Ein freier Sommer   noch ist er möglich,Der Spiegel,0.6666666666666666,n/a
892,https://www.spiegel.de/politik/deutschland/nikolas-loebel-staatsanwaltschaft-ermittelt-gegen-ex-abgeordneten-a-fa9472a6-c4f0-46b8-8c70-1ccfc9e1186d,verdenken untreu staatsanwaltschaft ermitteln ex abgeordnet löbel,False,2021-03-31,Politik,Verdacht auf Untreue Staatsanwaltschaft ermittelt gegen Ex Abgeordneten Löbel,Der Spiegel,0.5714285714285714,n/a
893,https://www.spiegel.de/panorama/leute/schauspielerin-kirsten-dunst-erwartet-zweites-kind-a-93164d49-2b6d-4a0a-9319-bfdaf7280016,kirsten dunsts zweite schwangerschaft lieb lang liegen,False,2021-03-31,Panorama,Kirsten Dunsts zweite Schwangerschaft Lieber nicht zu lange liegen,Der Spiegel,0.5714285714285714,n/a
895,https://www.spiegel.de/politik/ausland/matt-gaetz-ermittlungen-gegen-trump-verbuendeten-wegen-moeglicher-sexueller-beziehung-zu-17-jaehriger-a-7bc881dc-c762-45f3-8a15-55465c1a30ae,verdenken sex 17 jährig us justiz ermitteln trump verbünden matt gaetz,False,2021-03-31,Politik,Verdacht auf Sex mit einer 17 Jährigen US Justiz ermittelt gegen Trump Verbündeten Matt Gaetz,Der Spiegel,0.6363636363636364,n/a
896,https://www.spiegel.de/politik/ausland/nord-stream-2-transatlantik-koordinator-peter-beyer-fordert-aufschub-fuer-gaspipeline-a-7e43d485-79d8-48a6-be6c-e3bb6ebb7c1e,deutschen amerikanische beziehungen transatlantik koordinator fordern aufschub nord stream 2,False,2021-03-31,Politik,Deutsch amerikanische Beziehungen Transatlantik Koordinator fordert Aufschub für Nord Stream 2,Der Spiegel,0.6,n/a
897,https://www.spiegel.de/netzwelt/apps/die-zehn-besten-apps-fuer-einen-fruehlingsausflug-routen-finden-und-sterne-deuten-a-07ea87e8-e368-4efc-8d9a-1b8b4d2b1861,routen finden sterne deuten zehn gut apps frühlingsausflug,False,2021-03-31,Netzwelt,Routen finden und Sterne deuten Die zehn besten Apps für Ihren Frühlingsausflug,Der Spiegel,0.625,n/a
898,https://www.spiegel.de/politik/ausland/genitalverstuemmelung-maenner-gehen-ganz-anders-mit-frauen-um-die-auf-eigenen-beinen-stehen-a-53a4c347-3a1a-4944-bdad-b0557a4a172b,genitalverstümmelung männer gehen frauen eigen beinen stehen,False,2021-03-31,Politik,Genitalverstümmelung Männer gehen anders mit Frauen um die auf eigenen Beinen stehen,Der Spiegel,0.7142857142857143,n/a
901,https://www.spiegel.de/auto/fahrrad-schnellwege-zwischen-staedten-flickenteppich-statt-flitzestrecke-a-ad08950d-77a8-44dd-abb4-de7608d8d417,kafkaeske planung erregen anwohner deutschland daran scheitern paar gut radwege bauen,False,2021-03-31,Mobilität,Kafkaeske Planung erregte Anwohner Wie Deutschland daran scheitert ein paar gute Radwege zu bauen,Der Spiegel,0.5454545454545454,n/a
902,https://www.spiegel.de/wissenschaft/mensch/borkenkaefer-gas-sulfurylflourid-der-unbekannte-klimakiller-a-859c1ccc-77ed-4e22-8650-f9c28c20f48c,wirkung innerdeutsch flugverkehr deutschlands unbekannt klimakiller,False,2021-03-31,Wissenschaft,Wirkung wie der innerdeutsche Flugverkehr Deutschlands unbekannter Klimakiller,Der Spiegel,0.6666666666666666,n/a
904,https://www.spiegel.de/kultur/game-of-thrones-buehnenshow-in-new-york-und-london-geplant-a-2fef2969-8933-4958-8847-ee6a8bdb4245,aufführungen ab 2023 planen game of thrones kommen bühne,False,2021-03-31,Kultur,Aufführungen ab 2023 geplant Game of Thrones kommt auf die Bühne,Der Spiegel,0.5555555555555556,n/a
905,https://www.spiegel.de/panorama/niederlande-mutmasslicher-komplize-von-reemtsma-entfuehrer-thomas-drach-festgenommen-a-ab872722-6d8e-4b33-aa74-d16b2ce40f16,niederlande mutmaßlich drach komplize festnehmen,False,2021-03-31,Panorama,Niederlande Mutmaßlicher Drach Komplize festgenommen,Der Spiegel,0.6,n/a
907,https://www.spiegel.de/wirtschaft/soziales/arbeitslosigkeit-sinkt-im-maerz-leicht-a-627bb335-5d9b-4e50-b436-8c36727eadac,frühjahrseffekt arbeitslosigkeit sinken märz leicht,False,2021-03-31,Wirtschaft,Frühjahrseffekt Arbeitslosigkeit sinkt im März leicht,Der Spiegel,0.8,n/a
909,https://www.spiegel.de/kultur/kino/oscar-verleihung-standorte-in-london-und-anderswo-geplant-a-f740715e-7f03-4ec2-b373-e0eb64b42b5d,wunsch präsenzveranstaltung oscars sollen mehrer standorten vergeben,False,2021-03-31,Kultur,Wunsch nach Präsenzveranstaltung Oscars sollen an mehreren Standorten vergeben werden,Der Spiegel,0.5714285714285714,n/a
910,https://www.spiegel.de/politik/ausland/donald-trump-zwei-polizisten-verklagen-den-ex-us-praesidenten-wegen-attacke-auf-das-kapitol-a-0f6b274f-79e6-445e-b4df-cde9d7ab925c,ex us präsident zwei polizisten verklagen trump wegen attacke kapitol,False,2021-03-31,Politik,Ex US Präsident Zwei Polizisten verklagen Trump wegen Attacke auf das Kapitol,Der Spiegel,0.8,n/a
911,https://www.spiegel.de/wirtschaft/unternehmen/trotz-kurzarbeitergeld-daimler-will-aktionaeren-hoehere-ausschuettung-zahlen-a-d56dc650-a515-4b7b-b18b-297592270294,trotzen kurzarbeitergeld daimler aktionären hoch ausschüttung zahlen,False,2021-03-31,Wirtschaft,Trotz Kurzarbeitergeld Daimler will Aktionären höhere Ausschüttung zahlen,Der Spiegel,0.7142857142857143,n/a
913,https://www.spiegel.de/panorama/fruehlingswetter-reichlich-sonne-in-ganz-deutschland-a-15afb4f4-efd1-4b48-b239-752cf0d2c7e2,sonne satt ganz deutschland frühsommer märz,False,2021-03-31,Panorama,Sonne satt in ganz Deutschland Frühsommer im März,Der Spiegel,0.6666666666666666,n/a
914,https://www.spiegel.de/panorama/kalifornien-unfall-mit-13-toten-mutmasslicher-menschenschmuggler-angeklagt-a-faed4268-fd4f-436b-a691-f2164bbf700e,kalifornien unfall 13 tot mutmaßlich menschenschmuggler anklagen,False,2021-03-31,Panorama,Kalifornien Nach Unfall mit 13 Toten   mutmaßlicher Menschenschmuggler angeklagt,Der Spiegel,0.8571428571428571,n/a
916,https://www.spiegel.de/wirtschaft/soziales/corona-krise-wirft-gleichberechtigung-von-frauen-um-jahre-zurueck-a-5dea4266-04e3-4f1f-b9e0-78cd4b73844c,folgen pandemie corona werfen gleichberechtigung frauen jahre zurück,False,2021-03-31,Wirtschaft,Folgen der Pandemie Corona wirft Gleichberechtigung von Frauen um Jahre zurück,Der Spiegel,1.0,n/a
917,https://www.spiegel.de/politik/ausland/myanmar-auswaertiges-amt-empfiehlt-ausreise-a-6ebfd2c6-cc4c-4e6e-884d-f4bc8fee1415,gewalt militärputsch auswärtig amt empfehlen ausreisen myanmar,False,2021-03-31,Politik,Gewalt nach Militärputsch Auswärtiges Amt empfiehlt Ausreise aus Myanmar,Der Spiegel,0.7142857142857143,n/a
920,https://www.spiegel.de/politik/ausland/coronavirus-impfstoff-vermarkter-kirill-dmitrijew-europa-braucht-sputnik-v-a-a2218a9c-89f8-4cdf-92a3-bf26ce4f3c14,russisch vermarkter coronaimpfstoff europa brauchen sputnik v,False,2021-03-31,Politik,Russischer Vermarkter über Coronaimpfstoff Europa braucht Sputnik V,Der Spiegel,0.8571428571428571,n/a
921,https://www.spiegel.de/politik/deutschland/news-angela-merkel-corona-krise-astrazeneca-landtagswahl-baden-wuerttemberg-a-7249df5b-28df-4408-aa99-da21d60f759a,lage morgen starke staat pandemie bändigen,False,2021-03-31,Politik,Die Lage am Morgen Kann nur der starke Staat die Pandemie bändigen,Der Spiegel,1.0,n/a
922,https://www.spiegel.de/wissenschaft/medizin/coronavirus-news-am-mittwoch-die-wichtigsten-entwicklungen-zu-sars-cov-2-und-covid-19-a-fc599f13-d653-4d24-ae78-01194cc00de2,corona news mittwoch corona dritthäufigste todesursache usa,False,2021-03-31,Wissenschaft,Corona News am Mittwoch Corona dritthäufigste Todesursache in den USA,Der Spiegel,1.0,n/a
923,https://www.spiegel.de/politik/deutschland/bundestag-immer-mehr-abgeordnete-verlieren-ihre-immunitaet-a-cf7e6983-1a0a-4401-ac02-7c22a2b8ae35,bundestag immer mehr abgeordnet verlieren immunität,False,2021-03-31,Politik,Bundestag Immer mehr Abgeordnete verlieren ihre Immunität,Der Spiegel,1.0,n/a
926,https://www.spiegel.de/politik/luftreiniger-fuer-schulen-und-kitas-wie-die-corona-buerokratie-blockiert-podcast-a-c8115711-6542-401b-b8e3-6d2234f8d6e8,spiegel daily podcast luftreiniger schulen kitas passieren pandemie bürokratie treffen,False,2021-03-31,Politik,SPIEGEL Daily Podcast Luftreiniger für Schulen und Kitas Was passiert wenn Pandemie auf Bürokratie trifft,Der Spiegel,1.0,n/a
929,https://www.spiegel.de/politik/ausland/nato-jets-fliegen-zehn-abfangmissionen-in-sechs-stunden-wegen-russland-a-4076c3a3-f89b-4d0a-b1ab-448693363c8b,russische provokation nato jets fliegen zehn abfangmissionen sechs stunden,False,2021-03-31,Politik,Russische Provokation Nato Jets fliegen zehn Abfangmissionen in sechs Stunden,Der Spiegel,0.6666666666666666,n/a
931,https://www.spiegel.de/wirtschaft/soziales/usps-langsam-und-kaputtgespart-die-amerikaner-verzweifeln-an-ihrer-schneckenpost-a-9dd07ef6-6e7d-499a-a33c-9310d440eb5a,langsam kaputtgespart amerikaner verzweifeln schneckenpost,False,2021-03-31,Wirtschaft,Langsam und kaputtgespart Die Amerikaner verzweifeln an ihrer Schneckenpost,Der Spiegel,0.6,n/a
936,https://www.spiegel.de/politik/ausland/eu-unterstuetzt-fuenf-mitgliedstaaten-mit-mehr-impfdosen-a-5a5b5d15-27fb-4cd2-ad4f-7ae2ff0d4680,impfstoffstreit eu kurz scheitern blockadeversuch,False,2021-04-01,Politik,Impfstoffstreit in der EU Kurz scheitert mit Blockadeversuch,Der Spiegel,0.6,n/a
937,https://www.spiegel.de/politik/ausland/niederlaendischer-ministerpraesident-mark-rutte-steht-vor-dem-fall-a-a304fa03-adce-49df-a78b-d7dcad63f31e,niederlande premier rutte kämpfen politisch überleben,False,2021-04-01,Politik,Niederlande Premier Rutte kämpft um sein politisches Überleben,Der Spiegel,1.0,n/a
938,https://www.spiegel.de/panorama/justiz/usa-vier-tote-nach-schiesserei-taeter-kannte-seine-opfer-a-587fbe05-1c2b-485f-80ad-c694359741d1,usa vier tot schießerei täter kennen opfer,False,2021-04-01,Panorama,USA Vier Tote nach Schießerei   Täter kannte seine Opfer,Der Spiegel,0.8571428571428571,n/a
939,https://www.spiegel.de/politik/ausland/grossbritannien-berater-von-boris-johnsons-kuendigt-im-streit-ueber-bericht-zu-rassismus-a-1f48757e-76f2-4c35-95d0-b88ea9c7c04b,großbritannien berater boris johnson kündigen streit rassismus bericht,False,2021-04-01,Politik,Großbritannien Berater von Boris Johnson kündigt im Streit über Rassismus Bericht,Der Spiegel,1.0,n/a
940,https://www.spiegel.de/wissenschaft/mensch/corona-inzidenzen-in-deutschland-fuehren-die-schnelltests-zu-hoeheren-fallzahlen-a-d687e794-723b-4304-8170-3f8f50fda0ab,hoch inzidenzen deutschland test fragen,False,2021-04-01,Wissenschaft,Hohe Inzidenzen in Deutschland Die Test Frage,Der Spiegel,0.8,n/a
941,https://www.spiegel.de/gesundheit/diagnose/stiko-chef-thomas-mertens-erklaert-im-interview-die-entscheidung-zum-astrazeneca-impfstoff-a-7da92276-ba0a-402d-8f4c-256a0376709d,stiko chef thomas mertens stiko empfehlen astrazeneca geimpft impfstoff zweite dosis,False,2021-04-01,Gesundheit,Stiko Chef Thomas Mertens Stiko empfiehlt AstraZeneca Geimpften anderen Impfstoff als zweite Dosis,Der Spiegel,1.0,n/a
942,https://www.spiegel.de/politik/deutschland/union-erste-cdu-abgeordnete-bringen-ralph-brinkhaus-als-kanzlerkandidat-ins-spiel-a-f0d920b9-8f29-404c-adfc-3f1db6693a33,union erste cdu abgeordnet bringen brinkhaus kanzlerkandidat spiel,False,2021-04-01,Politik,Union Erste CDU Abgeordnete bringen Brinkhaus als Kanzlerkandidat ins Spiel,Der Spiegel,1.0,n/a
943,https://www.spiegel.de/politik/ausland/atomabkommen-mit-iran-internationale-gespraeche-ueber-rueckkehr-der-usa-angekuendigt-a-2c871e9f-b635-426c-9e4a-5f12dbf2c6e7,möglich rückkehr usa gespräche atomabkommen iran vereinbart,False,2021-04-01,Politik,Mögliche Rückkehr der USA Gespräche über Atomabkommen mit Iran vereinbart,Der Spiegel,0.8571428571428571,n/a
944,https://www.spiegel.de/wirtschaft/soziales/internationaler-waehrungsfonds-iwf-fordert-hoehere-steuern-fuer-reiche-a-f5a12ca7-72e5-482e-9032-d742a1e435f8,teufelskreis ungleichheit iwf fordern umverteilung hoch steuern reichen,False,2021-04-01,Wirtschaft,Gegen Teufelskreis der Ungleichheit IWF fordert Umverteilung und höhere Steuern für Reiche,Der Spiegel,0.625,n/a
948,https://www.spiegel.de/politik/deutschland/gruene-in-baden-wuerttemberg-die-kretschmann-partei-a-2d8f3e77-a0f6-4813-aebc-5f5a95bb5a6d,grün koalitionsdrama kretschmann partei,False,2021-04-01,Politik,Grünes Koalitionsdrama Die Kretschmann Partei,Der Spiegel,0.75,n/a
949,https://www.spiegel.de/gesundheit/astrazeneca-geimpfte-erzaehlen-wie-sie-ueber-den-corona-impfstopp-denken-a-660521f5-83da-42a4-8647-bf2749637b4d,astrazeneca geimpft 60 mehr angst long covid nebenwirkungen,False,2021-04-01,Gesundheit,AstraZeneca Geimpfte unter 60 Ich habe mehr Angst vor Long Covid als vor Nebenwirkungen,Der Spiegel,1.0,astrazeneca
955,https://www.spiegel.de/politik/deutschland/news-des-tages-billionen-fuer-die-usa-waehrungskrise-in-der-tuerkei-ostern-unter-corona-auflagen-a-ae8d2c55-9242-451a-a946-8d2ac2816393,lage abend amerikanische traum setzen rost,False,2021-04-01,Politik,Die Lage am Abend Der amerikanische Traum setzt Rost an,Der Spiegel,0.8333333333333334,n/a
957,https://www.spiegel.de/kultur/literatur/john-le-carre-nahm-kurz-vor-dem-tod-die-irische-staatsbuergerschaft-an-a-ef3137ee-a04e-499a-b1fa-2a26ef71d65d,wüten brexit john le carré sterben ire,False,2021-04-01,Kultur,Wütend über den Brexit John le Carré starb als Ire,Der Spiegel,0.5714285714285714,n/a
959,https://www.spiegel.de/wirtschaft/soziales/zahl-der-erstantraege-auf-us-arbeitslosenhilfe-steigt-ueberraschend-a-e899e6ab-3466-4af7-9512-f37fae2fa9b7,vereinigen staaten zahl erstanträge us arbeitslosenhilfe steigen überraschen,False,2021-04-01,Wirtschaft,Vereinigte Staaten Zahl der Erstanträge auf US Arbeitslosenhilfe steigt überraschend,Der Spiegel,0.875,n/a
960,https://www.spiegel.de/wirtschaft/brexit-chaos-genervter-schottischer-unternehmer-gibt-auf-und-zieht-nach-frankreich-a-a5206cbf-28ef-46c5-9c53-a0fa78ce740b,wegen brexit chaos genervt schottisch unternehmer geben ziehen frankreich,False,2021-04-01,Wirtschaft,Wegen Brexit Chaos Genervter schottischer Unternehmer gibt auf   und zieht nach Frankreich,Der Spiegel,0.7777777777777778,n/a
961,https://www.spiegel.de/politik/deutschland/baden-wuerttemberg-gruene-wollen-koalitionsgespraeche-mit-cdu-fuehren-a-8d49bac5-923d-4418-a1bf-b97ab6358094,baden württemberg grüne cdu regieren,False,2021-04-01,Politik,Baden Württemberg Grüne wollen weiter mit CDU regieren,Der Spiegel,0.6,n/a
962,https://www.spiegel.de/politik/ausland/brasilien-fast-4000-corona-tote-jeden-tag-jair-bolsonaro-unter-druck-a-2708a35d-941d-420b-8abb-0e7572db50bd,coronapandemie brasilien patienten sterben intensivbett warten,False,2021-04-01,Politik,Coronapandemie in Brasilien Die Patienten sterben während sie auf ein Intensivbett warten,Der Spiegel,0.8333333333333334,n/a
963,https://www.spiegel.de/politik/deutschland/querdenker-demos-gegen-corona-shutdown-warum-greift-die-polizei-nicht-durch-a-39af882b-6776-4b4a-895d-f0bc3c5d0f74,stimmenfang politik podcast warum greifen polizei querdenker demos,False,2021-04-01,Politik,Stimmenfang   Der Politik Podcast Warum greift die Polizei bei Querdenker Demos nicht durch,Der Spiegel,0.875,n/a
964,https://www.spiegel.de/panorama/gesellschaft/papst-franziskus-startet-mit-messe-in-zweites-corona-ostern-a-3bcf2a1e-357e-432b-ae48-03fa934e6c90,gründonnerstag papst franziskus starten messe zweit corona ostern,False,2021-04-01,Panorama,Gründonnerstag Papst Franziskus startet mit Messe in zweites Corona Ostern,Der Spiegel,1.0,n/a
965,https://www.spiegel.de/politik/deutschland/hamburg-corona-regeln-fuer-jogger-an-alster-und-elbe-gilt-maskenpflicht-a-84e50d97-16c8-4f4d-8cba-4b903bcf179b,coronaregeln hamburg jogger alster elbe gelten maskenpflicht,False,2021-04-01,Politik,Coronaregeln in Hamburg Für Jogger an Alster und Elbe gilt Maskenpflicht,Der Spiegel,0.5714285714285714,n/a
966,https://www.spiegel.de/wirtschaft/unternehmen/deutsche-telekom-glasfasernetz-soll-bis-2030-alle-deutschen-haushalte-versorgen-a-30a2ba3f-3f0d-423d-a2d9-6f8f8e1daa5b,teuer glasfaseroffensive telekom 2030 schnell internet haushalte,False,2021-04-01,Wirtschaft,Teure Glasfaseroffensive Telekom will bis 2030 schnelles Internet für alle Haushalte,Der Spiegel,0.7142857142857143,n/a
967,https://www.spiegel.de/politik/deutschland/angela-merkel-im-podcast-wir-werden-das-virus-gemeinsam-besiegen-a-73ffc8d2-e4a5-42cf-ae27-acdfafac9b9e,merkel podcast ostern virus gemeinsam besiegen,False,2021-04-01,Politik,Merkel Podcast zu Ostern Wir werden das Virus gemeinsam besiegen,Der Spiegel,1.0,n/a
974,https://www.spiegel.de/panorama/gesellschaft/wetter-am-oster-wochenende-kuehler-aber-erst-mal-noch-sonnig-a-3ff8275c-49f9-4bbc-aab4-d6438646757e,wetter wochenende ostern kühl erst mal sonnig,False,2021-04-01,Panorama,Wetter am Wochenende An Ostern wird es kühler aber erst mal noch sonnig,Der Spiegel,0.7142857142857143,n/a
976,https://www.spiegel.de/politik/deutschland/leopoldina-chef-zur-corona-lage-die-politik-muss-sich-auf-gemeinsame-ziele-zurueckbesinnen-a-f20da244-be36-4491-929e-df5ce0c3f5e8,leopoldina präsident coronakrise politik gemeinsam ziele zurückbesinnen,False,2021-04-01,Politik,Leopoldina Präsident zur Coronakrise Die Politik muss sich auf gemeinsame Ziele zurückbesinnen,Der Spiegel,0.8571428571428571,n/a
980,https://www.spiegel.de/wirtschaft/umwelthilfe-will-baustopp-fuer-nord-stream-2-durchsetzen-a-2280ccb2-7fed-4e22-897b-e359c2ee48c6,gang gericht umwelthilfe baustopp nord stream 2 durchsetzen,False,2021-04-01,Wirtschaft,Gang vor Gericht Umwelthilfe will Baustopp für Nord Stream 2 durchsetzen,Der Spiegel,0.75,n/a
981,https://www.spiegel.de/panorama/bahn-strecke-berlin-hannover-nach-unfall-blockiert-umleitungen-und-verspaetungen-a-22e5f7da-0822-48f6-b4d8-829dd7ce3177,umleitungen verspätungen bahnstrecke berlin hannover unfall blockieren,False,2021-04-01,Panorama,Umleitungen und Verspätungen Bahnstrecke Berlin Hannover nach Unfall blockiert,Der Spiegel,0.5714285714285714,n/a
982,https://www.spiegel.de/kultur/tv/joko-und-klaas-reaktionen-auf-nicht-selbstverstaendlich-bei-pro-7-a-4496d59e-2b28-4b1a-abfd-fbd567a4a403,reaktionen selbstverständlich stück deutsch tv geschichte chapeau,False,2021-04-01,Kultur,Reaktionen auf Nicht selbstverständlich Ein Stück deutsche TV Geschichte Chapeau,Der Spiegel,0.5714285714285714,n/a
983,https://www.spiegel.de/politik/deutschland/cdu-in-thueringen-hans-georg-maassen-will-fuer-den-bundestag-kandidieren-a-9de00a78-56ea-4c0a-b390-9ef1c7164553,nachfolger hauptmann maaßen cdu bundestag,False,2021-04-01,Politik,Nachfolger von Hauptmann Maaßen will für die CDU in den Bundestag,Der Spiegel,0.6,n/a
984,https://www.spiegel.de/wirtschaft/unternehmen/corona-wirtschaft-deutsche-industrie-meldet-beste-stimmung-aller-zeiten-a-bb0a472a-d00e-4a7a-8d57-f37a2c7f1bce,trotzen coronakrise deutsch industrie melden gut je gemessen stimmung,False,2021-04-01,Wirtschaft,Trotz Coronakrise Deutsche Industrie meldet beste je gemessene Stimmung,Der Spiegel,0.8888888888888888,n/a
985,https://www.spiegel.de/politik/ausland/corona-who-nennt-europaeische-impfkampagne-inakzeptabel-langsam-a-c844c662-3ff8-45bd-affb-e3dbcbca1725,verlängerung pandemie who nennen europäische impfkampagne inakzeptabel langsam,False,2021-04-01,Politik,Verlängerung der Pandemie WHO nennt europäische Impfkampagne inakzeptabel langsam,Der Spiegel,1.0,n/a
